t2814749767106560	auto
t1973602422095872	taobaoCategory>美容护肤/美体/精油>乳液/面霜
t1973602422161408	taobaoCategory>美容护肤/美体/精油>面膜/面膜粉
t1973602422226944	taobaoCategory>美容护肤/美体/精油>防晒
t1973602422292480	taobaoCategory>美容护肤/美体/精油>身体护理
t1973602422489088	taobaoCategory>美容护肤/美体/精油>眼部护理
t1973602422554624	taobaoCategory>美容护肤/美体/精油>胸部护理
t1973602422620160	taobaoCategory>美容护肤/美体/精油>男士护理
t1973602422751232	taobaoCategory>美容护肤/美体/精油>卸妆
t1973602422816768	taobaoCategory>美容护肤/美体/精油>其他保养
t1973602422882304	taobaoCategory>美容护肤/美体/精油>精油芳疗
t1973602422947840	taobaoCategory>美容护肤/美体/精油>面部护理套装
t1973602423013376	taobaoCategory>美容护肤/美体/精油>唇部护理
t1973602423078912	taobaoCategory>美容护肤/美体/精油>T区护理
t1973602423144448	taobaoCategory>美容护肤/美体/精油>面部按摩霜
t1973602423209984	taobaoCategory>美容护肤/美体/精油>面部磨砂/去角质
t1973602423275520	taobaoCategory>美容护肤/美体/精油>手部保养
t1973602424061952	taobaoCategory>箱包皮具/热销女包/男包>包袋
t1973602424586240	taobaoCategory>箱包皮具/热销女包/男包>钱包卡套
t1973602424651776	taobaoCategory>箱包皮具/热销女包/男包>旅行箱
t1973602425176064	taobaoCategory>女鞋>低帮鞋
t1973602425241600	taobaoCategory>女鞋>靴子
t1973602425307136	taobaoCategory>运动鞋new
t1973602425438208	taobaoCategory>运动鞋new>篮球鞋
t1973602425503744	taobaoCategory>女鞋>凉鞋
t1973602425569280	taobaoCategory>女鞋>拖鞋
t1973602425765888	taobaoCategory>运动鞋new>跑步鞋
t1973602425831424	taobaoCategory>运动鞋new>网球鞋
t1973602425896960	taobaoCategory>运动鞋new>足球鞋
t1973602426093568	taobaoCategory>运动鞋new>综合训练鞋/室内健身鞋
t1973602426159104	taobaoCategory>女鞋>帆布鞋
t1973602426224640	taobaoCategory>运动鞋new>板鞋/休闲鞋
t1973602426290176	taobaoCategory>运动鞋new>帆布鞋
t1973602426486784	taobaoCategory>女鞋>雨鞋
t1973602426552320	taobaoCategory>运动鞋new>运动沙滩鞋/凉鞋
t1973602426617856	taobaoCategory>运动鞋new>运动拖鞋
t1973602426748928	taobaoCategory>床上用品/布艺软饰>家居拖鞋/凉拖/棉拖/居家鞋
t1973602427600896	taobaoCategory>运动鞋new>其它运动鞋
t1973602427797504	taobaoCategory>影音电器>随身听/便携视听/收音
t1973602427863040	taobaoCategory>电玩/配件/游戏/攻略>游戏手柄
t1973602428583936	taobaoCategory>电玩/配件/游戏/攻略>方向盘
t1973602428649472	taobaoCategory>电玩/配件/游戏/攻略>摇杆
t1973602428715008	taobaoCategory>国货精品数码>国货精品手机
t1973602428780544	taobaoCategory>厨房电器
t1973602428846080	taobaoCategory>个人护理/保健/按摩器材>家用保健器材
t1973602429763584	taobaoCategory>厨房电器>搅拌/料理机
t1973602429894656	taobaoCategory>厨房电器>厨房家电配件
t1973602429960192	taobaoCategory>生活电器
t1973602430025728	taobaoCategory>生活电器>干衣机
t1973602432253952	taobaoCategory>生活电器>生活家电配件
t1973602432319488	taobaoCategory>大家电>电视机
t1973602432712704	taobaoCategory>影音电器>Hifi音箱/功放/器材
t1973602433105920	taobaoCategory>影音电器>工程解决方案
t1973602433171456	taobaoCategory>影音电器>扩音器/录像机/世嘉
t1973602433892352	taobaoCategory>电玩/配件/游戏/攻略>PSP专用配件
t1973602433957888	taobaoCategory>电玩/配件/游戏/攻略>WII专用配件/周边
t1973602434023424	taobaoCategory>电玩/配件/游戏/攻略>PS2/PS3专用配件（包含PS1)
t1973602434088960	taobaoCategory>电玩/配件/游戏/攻略>NDSI/NDSL专用配件
t1973602434154496	taobaoCategory>闪存卡/U盘/存储/移动硬盘
t1973602434220032	taobaoCategory>闪存卡/U盘/存储/移动硬盘>U盘
t1973602434285568	taobaoCategory>闪存卡/U盘/存储/移动硬盘>闪存卡
t1973602434351104	taobaoCategory>闪存卡/U盘/存储/移动硬盘>记忆棒
t1973602435596288	taobaoCategory>传统滋补营养品>铁皮/石斛/枫斗
t1973602443526144	taobaoCategory>电脑硬件/显示器/电脑周边>有线鼠标
t1973602443591680	taobaoCategory>童装/童鞋/亲子装>外套/夹克/大衣
t1973602443984896	taobaoCategory>孕妇装/孕产妇用品/营养>产妇帽/孕妇袜/孕妇鞋
t1973602444378112	taobaoCategory>电脑硬件/显示器/电脑周边>无线鼠标
t1973602445688832	taobaoCategory>童装/童鞋/亲子装>童鞋/婴儿鞋
t1973602446606336	taobaoCategory>孕妇装/孕产妇用品/营养>孕妇装
t1973602447917056	taobaoCategory>孕妇装/孕产妇用品/营养>防辐射
t1973602448441344	taobaoCategory>水产肉类/新鲜蔬果/熟食>蛋/蛋制品
t1973602449883136	taobaoCategory>玩具/模型/动漫/早教/益智>儿童包/背包/箱包
t1973602450407424	taobaoCategory>尿片/洗护/喂哺/推车床>抱被/毛毯/床品
t1973602451193856	taobaoCategory>童装/童鞋/亲子装>亲子装/亲子时装
t1973602451652608	taobaoCategory>童装/童鞋/亲子装>肚围/护脐带/肚兜
t1973602451783680	taobaoCategory>童装/童鞋/亲子装>婴童内衣裤/睡衣
t1973602451980288	taobaoCategory>尿片/洗护/喂哺/推车床>理发器/指甲钳/体温计等日常护理小用品
t1973602452766720	taobaoCategory>尿片/洗护/喂哺/推车床>牙胶/牙刷/牙膏
t1973602453225472	taobaoCategory>玩具/模型/动漫/早教/益智>游泳池/戏水玩具
t1973602453946368	taobaoCategory>尿片/洗护/喂哺/推车床>清洁液/洗衣液/柔顺剂
t1973602454405120	taobaoCategory>洗护清洁剂/卫生巾/纸/香薰>纸品/湿巾
t1973602454994944	taobaoCategory>洗护清洁剂/卫生巾/纸/香薰>洗发沐浴/个人清洁
t1973602455322624	taobaoCategory>洗护清洁剂/卫生巾/纸/香薰>家庭环境清洁剂
t1973602456961024	taobaoCategory>居家日用/婚庆/创意礼品>保暖贴/怀炉/保暖用品
t1973602457092096	taobaoCategory>居家日用/婚庆/创意礼品>防护用品
t1973602459189248	taobaoCategory>尿片/洗护/喂哺/推车床>湿巾
t1973602459516928	taobaoCategory>电子/电工>电工类
t1973602462728192	taobaoCategory>办公设备/耗材/相关服务>办公设备配件及相关服务
t1973602462793728	taobaoCategory>办公设备/耗材/相关服务>打印机配件
t1973602465677312	taobaoCategory>电子词典/电纸书/文化用品>收纳/陈列用品
t1973602467708928	taobaoCategory>电子词典/电纸书/文化用品>纸张本册
t1973602469871616	taobaoCategory>ZIPPO/瑞士军刀/眼镜>酒具
t1973602470002688	taobaoCategory>尿片/洗护/喂哺/推车床>布尿裤/尿垫
t1973602470330368	taobaoCategory>电子词典/电纸书/文化用品>笔类/书写工具
t1973602473607168	taobaoCategory>女士内衣/男士内衣/家居服>睡裤/家居裤
t1973602473869312	taobaoCategory>玩具/模型/动漫/早教/益智>娃娃/配件
t1973602473934848	taobaoCategory>女士内衣/男士内衣/家居服>睡裙
t1973602474000384	taobaoCategory>女士内衣/男士内衣/家居服>睡衣/家居服套装
t1973602474065920	taobaoCategory>女士内衣/男士内衣/家居服>睡袍/浴袍
t1973602474131456	taobaoCategory>女士内衣/男士内衣/家居服>塑身美体裤
t1973602474196992	taobaoCategory>女士内衣/男士内衣/家居服>塑身腰封/腰夹
t1973602474262528	taobaoCategory>女士内衣/男士内衣/家居服>塑身分体套装
t1973602474328064	taobaoCategory>女士内衣/男士内衣/家居服>保暖裤
t1973602474393600	taobaoCategory>女士内衣/男士内衣/家居服>保暖套装
t1973602474590208	taobaoCategory>女士内衣/男士内衣/家居服>塑身连体衣
t1973602474786816	taobaoCategory>女士内衣/男士内衣/家居服>肩带
t1973602474852352	taobaoCategory>女士内衣/男士内衣/家居服>吊袜带
t1973602474917888	taobaoCategory>女士内衣/男士内衣/家居服>插片/胸垫
t1973602474983424	taobaoCategory>女士内衣/男士内衣/家居服>搭扣
t1973602475245568	taobaoCategory>床上用品/布艺软饰>床上用品
t1973602476163072	taobaoCategory>尿片/洗护/喂哺/推车床>安抚奶嘴
t1973602476359680	taobaoCategory>洗护清洁剂/卫生巾/纸/香薰>防蚊/驱虫用品
t1973602477473792	taobaoCategory>女鞋>高帮鞋
t1973602477735936	taobaoCategory>成人用品/避孕/计生用品>计生用品
t1973602478063616	taobaoCategory>电玩/配件/游戏/攻略>游戏软件
t1973602479046656	taobaoCategory>景点门票/度假线路/旅游服务>旅游度假线路
t1973602481078272	taobaoCategory>古董/邮币/字画/收藏>中国书画
t1973602482782208	taobaoCategory>流行男鞋>低帮鞋
t1973602482847744	taobaoCategory>流行男鞋>高帮鞋
t1973602482913280	taobaoCategory>流行男鞋>雨鞋
t1973602483044352	taobaoCategory>景点门票/度假线路/旅游服务>旅游卡券/服务
t1973602483503104	taobaoCategory>景点门票/度假线路/旅游服务>巴士/地铁/交通卡券
t1973602484617216	taobaoCategory>影音电器>其他音箱
t1973602484813824	taobaoCategory>运动/瑜伽/健身/球迷用品>乒乓球
t1973602485796864	taobaoCategory>网游物品
t1973602486255616	taobaoCategory>厨房电器>电锅煲类
t1973602487697408	taobaoCategory>零食/坚果/特产>山核桃/坚果/炒货
t1973602489073664	taobaoCategory>书籍/杂志/报纸>人文社科
t1973602489401344	taobaoCategory>厨房电器>电热杯
t1973602489860096	taobaoCategory>电脑硬件/显示器/电脑周边>网络/高清播放器
t1973602490318848	taobaoCategory>厨房电器>商用厨电
t1973602492940288	taobaoCategory>零食/坚果/特产>蜜饯/枣类/梅/果干
t1973602498838528	taobaoCategory>电脑硬件/显示器/电脑周边>固态硬盘
t1973602501328896	taobaoCategory>童装/童鞋/亲子装>T恤
t1973602501656576	taobaoCategory>女装/女士精品>毛呢外套
t1973602501722112	taobaoCategory>生活电器>挂烫机
t1973602501787648	taobaoCategory>女装/女士精品>马夹
t1973602501918720	taobaoCategory>玩具/模型/动漫/早教/益智>童车/儿童轮滑
t1973602502180864	taobaoCategory>运动/瑜伽/健身/球迷用品>篮球
t1973602503163904	taobaoCategory>家装主材>光源
t1973602503491584	taobaoCategory>家装主材>油漆
t1973602503753728	taobaoCategory>基础建材>施工保护
t1973602503884800	taobaoCategory>运动服/运动包/颈环配件>运动T恤
t1973602505523200	taobaoCategory>运动/瑜伽/健身/球迷用品>游乐场/体育场馆设施
t1973602510045184	taobaoCategory>家装主材>墙纸
t1973602515484672	taobaoCategory>电子/电工>交换器
t1973602520006656	taobaoCategory>家装主材>热水器
t1973602520203264	taobaoCategory>电子词典/电纸书/文化用品>财会用品
t1973602522234880	taobaoCategory>基础建材>硅钙板
t1973602522824704	taobaoCategory>基础建材>人造大理石
t1973602529443840	taobaoCategory>童装/童鞋/亲子装>裤子
t1973602534359040	taobaoCategory>童装/童鞋/亲子装>裙子
t1973602540978176	taobaoCategory>彩妆/香水/美妆工具>BB霜
t1973602541109248	taobaoCategory>电子/电工>其它
t1973602542878720	taobaoCategory>运动/瑜伽/健身/球迷用品>足球
t1973602545565696	taobaoCategory>饰品/流行首饰/时尚饰品新
t1973602545631232	taobaoCategory>饰品/流行首饰/时尚饰品新>项链
t1973602545696768	taobaoCategory>尿片/洗护/喂哺/推车床>童床/婴儿床/摇篮/餐椅
t1973602545827840	taobaoCategory>饰品/流行首饰/时尚饰品新>项坠/吊坠
t1973602545893376	taobaoCategory>饰品/流行首饰/时尚饰品新>手链
t1973602545958912	taobaoCategory>饰品/流行首饰/时尚饰品新>手镯
t1973602546024448	taobaoCategory>饰品/流行首饰/时尚饰品新>脚链
t1973602546286592	taobaoCategory>饰品/流行首饰/时尚饰品新>戒指/指环
t1973602546352128	taobaoCategory>饰品/流行首饰/时尚饰品新>胸针
t1973602546417664	taobaoCategory>饰品/流行首饰/时尚饰品新>摆件
t1973602546483200	taobaoCategory>饰品/流行首饰/时尚饰品新>发饰
t1973602546548736	taobaoCategory>饰品/流行首饰/时尚饰品新>DIY饰品配件
t1973602546614272	taobaoCategory>饰品/流行首饰/时尚饰品新>首饰保养鉴定
t1973602546679808	taobaoCategory>饰品/流行首饰/时尚饰品新>首饰盒/展示架
t1973602546745344	taobaoCategory>饰品/流行首饰/时尚饰品新>其它首饰
t1973602547007488	taobaoCategory>户外/登山/野营/旅行用品
t1973602547073024	taobaoCategory>户外/登山/野营/旅行用品>登山包/旅行包/户外包
t1973602547138560	taobaoCategory>户外/登山/野营/旅行用品>户外服装
t1973602547335168	taobaoCategory>户外/登山/野营/旅行用品>专项户外运动装备
t1973602547400704	taobaoCategory>户外/登山/野营/旅行用品>户外休闲家具
t1973602548449280	taobaoCategory>户外/登山/野营/旅行用品>睡袋
t1973602551660544	taobaoCategory>珠宝/钻石/翡翠/黄金>天然玉石
t1973602552053760	taobaoCategory>珠宝/钻石/翡翠/黄金>天然琥珀
t1973602552119296	taobaoCategory>珠宝/钻石/翡翠/黄金>天然珍珠
t1973602555985920	taobaoCategory>户外/登山/野营/旅行用品>垂钓装备
t1973602569355264	taobaoCategory>饰品/流行首饰/时尚饰品新>耳饰
t1973602569945088	taobaoCategory>厨房/餐饮用具>保鲜容器/保鲜器皿
t1973602570731520	taobaoCategory>尿片/洗护/喂哺/推车床>宝宝洗浴护肤品
t1973602583445504	taobaoCategory>交通票
t1973602583511040	taobaoCategory>交通票>饰品
t1973602583576576	taobaoCategory>交通票>家用纺织品
t1973602583642112	taobaoCategory>交通票>个人护理用品
t1973602583707648	taobaoCategory>交通票>服装
t1973602583773184	taobaoCategory>交通票>帽
t1973602583838720	taobaoCategory>交通票>文具
t1973602583904256	taobaoCategory>交通票>伞具及手杖
t1973602583969792	taobaoCategory>交通票>鞋
t1973602584035328	taobaoCategory>交通票>眼镜
t1973602584100864	taobaoCategory>交通票>电脑外部设备
t1973602584166400	taobaoCategory>交通票>贵重物品
t1973602584231936	taobaoCategory>交通票>家用玻璃制品
t1973602584297472	taobaoCategory>交通票>家用套餐制品
t1973602584363008	taobaoCategory>交通票>家用金属制品
t1973602584428544	taobaoCategory>交通票>箱包
t1973602584494080	taobaoCategory>交通票>玩具
t1973602584559616	taobaoCategory>交通票>车
t1973602584625152	taobaoCategory>交通票>礼品
t1973602584690688	taobaoCategory>交通票>家用塑料/竹草腾制品
t1973602584756224	taobaoCategory>交通票>运动制品
t1973602584821760	taobaoCategory>交通票>钟表
t1973602584887296	taobaoCategory>交通票>邮票
t1973602584952832	taobaoCategory>交通票>门票
t1973602585214976	taobaoCategory>景点门票/度假线路/旅游服务>租车（旅游包车、自行车租赁）
t1973602585870336	taobaoCategory>汽车/用品/配件/改装>汽车美容/保养/维修
t1973602585935872	taobaoCategory>汽车/用品/配件/改装>汽车用品/内饰品
t1973602586001408	taobaoCategory>汽车/用品/配件/改装>汽车外饰品/加装装潢/防护
t1973602586066944	taobaoCategory>汽车/用品/配件/改装>汽车影音/车用电子/电器
t1973602588033024	taobaoCategory>童装/童鞋/亲子装>婴儿礼盒
t1973602596945920	taobaoCategory>汽车/用品/配件/改装>摩托车/骑士装备
t1973602604023808	taobaoCategory>户外/登山/野营/旅行用品>防潮垫/地席/枕头
t1973602604089344	taobaoCategory>户外/登山/野营/旅行用品>炉具/餐具/野餐烧烤用品
t1973602604220416	taobaoCategory>户外/登山/野营/旅行用品>刀具/多用工具
t1973602604417024	taobaoCategory>户外/登山/野营/旅行用品>登山杖/手杖
t1973602604482560	taobaoCategory>户外/登山/野营/旅行用品>通讯/导航/户外表类
t1973602604548096	taobaoCategory>户外/登山/野营/旅行用品>洗漱清洁/护理用品
t1973602604679168	taobaoCategory>户外/登山/野营/旅行用品>干粮/户外食品
t1973602604744704	taobaoCategory>户外/登山/野营/旅行用品>地图/旅行指南/影像资料
t1973602607628288	taobaoCategory>网店/网络服务/软件
t1973602607693824	taobaoCategory>尿片/洗护/喂哺/推车床
t1973602607759360	taobaoCategory>奶粉/辅食/营养品/零食>其它
t1973602610184192	taobaoCategory>网店/网络服务/软件>网店服务
t1973602610249728	taobaoCategory>网店/网络服务/软件>网络服务
t1973602610315264	taobaoCategory>网店/网络服务/软件>程序/软件开发
t1973602610380800	taobaoCategory>网店/网络服务/软件>多媒体/摄影/冲印
t1973602610446336	taobaoCategory>个性定制/设计服务/DIY>设计服务
t1973602610511872	taobaoCategory>网店/网络服务/软件>物流服务
t1973602614771712	taobaoCategory>个性定制/设计服务/DIY>个性定制产品
t1973602614968320	taobaoCategory>网店/网络服务/软件>广告制作/传统印刷/打印/复印
t1973602615033856	taobaoCategory>网店/网络服务/软件>翻译/文字服务
t1973602615230464	taobaoCategory>本地化生活服务>教育培训
t1973602615361536	taobaoCategory>网店/网络服务/软件>商务服务
t1973602628337664	taobaoCategory>玩具/模型/动漫/早教/益智>学习/实验/绘画文具
t1973602628796416	taobaoCategory>传统滋补营养品>鹿茸
t1973602632663040	taobaoCategory>鲜花速递/花卉仿真/绿植园艺>仿真花/绿植/蔬果成品
t1973602632728576	taobaoCategory>传统滋补营养品>灵芝
t1973602633121792	taobaoCategory>住宅家具>床类
t1973602633580544	taobaoCategory>传统滋补营养品>枸杞及其制品
t1973602633777152	taobaoCategory>鲜花速递/花卉仿真/绿植园艺>商务用花
t1973602633842688	taobaoCategory>传统滋补营养品>雪蛤/林蛙油
t1973602634104832	taobaoCategory>鲜花速递/花卉仿真/绿植园艺>追悼/奠仪用花
t1973602634301440	taobaoCategory>传统滋补营养品>药食同源食品
t1973602634366976	taobaoCategory>传统滋补营养品>阿胶膏方
t1973602635087872	taobaoCategory>住宅家具>户外/庭院家具
t1973602637185024	taobaoCategory>宠物/宠物食品及用品>狗零食
t1973602638692352	taobaoCategory>宠物/宠物食品及用品>猫/狗日用品
t1973602638888960	taobaoCategory>宠物/宠物食品及用品>猫/狗保健品
t1973602638954496	taobaoCategory>宠物/宠物食品及用品>猫/狗医疗用品
t1973602639151104	taobaoCategory>宠物/宠物食品及用品>兔类及其用品
t1973602639216640	taobaoCategory>宠物/宠物食品及用品>仓鼠类及其它小宠
t1973602639282176	taobaoCategory>宠物/宠物食品及用品>马类及其用品
t1973602639347712	taobaoCategory>宠物/宠物食品及用品>美容/寄养/配种/托运等服务
t1973602644131840	taobaoCategory>户外/登山/野营/旅行用品>服饰配件
t1973602644918272	taobaoCategory>宠物/宠物食品及用品>犬主粮
t1973602645049344	taobaoCategory>大家电>燃气灶
t1973602646032384	taobaoCategory>厨房电器>光波热波炉
t1973602649833472	taobaoCategory>住宅家具>坐具类
t1973602653962240	taobaoCategory>商业/办公家具>货架/展柜
t1973602655469568	taobaoCategory>商业/办公家具>酒店家具
t1973602656583680	taobaoCategory>大家电>冷柜/便携冷热箱
t1973602656911360	taobaoCategory>大家电>酒柜
t1973602657107968	taobaoCategory>住宅家具>二手/闲置专区
t1973602657239040	taobaoCategory>住宅家具>家具辅料
t1973602669559808	taobaoCategory>餐饮美食/面包券>西式快餐
t1973602669625344	taobaoCategory>餐饮美食/面包券>自助餐
t1973602669690880	taobaoCategory>餐饮美食/面包券>西餐
t1973602669756416	taobaoCategory>餐饮美食/面包券>中餐
t1973602669887488	taobaoCategory>餐饮美食/面包券>咖啡厅
t1973602670542848	taobaoCategory>住宅家具>成套家具
t1973602673491968	taobaoCategory>住宅家具>几类
t1973602678079488	taobaoCategory>住宅家具>案/台类
t1973602679980032	taobaoCategory>住宅家具>屏风/花窗
t1973602684764160	taobaoCategory>玩具/模型/动漫/早教/益智>网游周边
t1973602685157376	taobaoCategory>玩具/模型/动漫/早教/益智>聚会/魔术/cosplay用具
t1973602686337024	taobaoCategory>童装/童鞋/亲子装>儿童舞蹈服/演出服/礼服
t1973602689351680	taobaoCategory>玩具/模型/动漫/早教/益智>高达/BJD/手办/机器人
t1973602691514368	taobaoCategory>零食/坚果/特产>糖果零食/果冻/布丁
t1973602691710976	taobaoCategory>奶粉/辅食/营养品/零食>特殊配方奶粉
t1973602693349376	taobaoCategory>户外/登山/野营/旅行用品>旅行便携装备
t1973602696101888	taobaoCategory>特价酒店/特色客栈/公寓旅馆>酒店客栈
t1973602697936896	taobaoCategory>网络设备/网络相关>光纤设备
t1973602698330112	taobaoCategory>网络设备/网络相关>网络存储设备
t1973602698854400	taobaoCategory>网络设备/网络相关>电脑/网络工具
t1973602699575296	taobaoCategory>网络设备/网络相关>网关
t1973602708357120	taobaoCategory>清洁/卫浴/收纳/整理用具
t1973602708422656	taobaoCategory>厨房/餐饮用具
t1973602708684800	taobaoCategory>电子词典/电纸书/文化用品>印刷制品
t1973602709209088	taobaoCategory>手机号码/套餐/增值业务>有线宽带缴费
t1973602710585344	taobaoCategory>户外/登山/野营/旅行用品>活动/培训
t1973602710650880	taobaoCategory>宠物/宠物食品及用品>猫咪
t1973602713206784	taobaoCategory>粮油米面/南北干货/调味品
t1973602713993216	taobaoCategory>居家日用/婚庆/创意礼品>创意礼品
t1973602714583040	taobaoCategory>粮油米面/南北干货/调味品>其他食品
t1973602715041792	taobaoCategory>童装/童鞋/亲子装>校服/校服定制
t1973602716483584	taobaoCategory>运动/瑜伽/健身/球迷用品>舞蹈/健美操/体操
t1973602729000960	taobaoCategory>运动/瑜伽/健身/球迷用品>瑜伽
t1973602730573824	taobaoCategory>孕妇装/孕产妇用品/营养>哺乳文胸/内裤/产检裤
t1973602730704896	taobaoCategory>运动/瑜伽/健身/球迷用品>轮滑/滑板/极限运动
t1973602733326336	taobaoCategory>运动/瑜伽/健身/球迷用品>游泳
t1973602738634752	taobaoCategory>水产肉类/新鲜蔬果/熟食>废弃类目
t1973602740862976	taobaoCategory>粮油米面/南北干货/调味品>冷冻/待加工食品
t1973602743812096	taobaoCategory>洗护清洁剂/卫生巾/纸/香薰>卫生巾/护垫/成人尿裤
t1973602743943168	taobaoCategory>网游垂直市场根类目
t1973602744008704	taobaoCategory>网游垂直市场根类目>名将三国
t1973602744074240	taobaoCategory>网游垂直市场根类目>地下城与勇士
t1973602744139776	taobaoCategory>网游垂直市场根类目>2061
t1973602744336384	taobaoCategory>网游垂直市场根类目>QQ华夏
t1973602744401920	taobaoCategory>网游垂直市场根类目>QQ幻想
t1973602744598528	taobaoCategory>网游垂直市场根类目>QQ魔域
t1973602744664064	taobaoCategory>网游垂直市场根类目>QQ三国
t1973602744926208	taobaoCategory>网游垂直市场根类目>QQ英雄岛
t1973602744991744	taobaoCategory>网游垂直市场根类目>QQ自由幻想
t1973602745057280	taobaoCategory>网游垂直市场根类目>R2
t1973602745188352	taobaoCategory>网游垂直市场根类目>霸王II
t1973602745384960	taobaoCategory>网游垂直市场根类目>边锋
t1973602745450496	taobaoCategory>网游垂直市场根类目>飚车世界
t1973602745516032	taobaoCategory>网游垂直市场根类目>彩虹岛
t1973602745581568	taobaoCategory>网游垂直市场根类目>苍天
t1973602745647104	taobaoCategory>网游垂直市场根类目>成吉思汗3
t1973602745712640	taobaoCategory>网游垂直市场根类目>赤壁
t1973602745843712	taobaoCategory>网游垂直市场根类目>穿越火线
t1973602745909248	taobaoCategory>网游垂直市场根类目>传奇3
t1973602745974784	taobaoCategory>网游垂直市场根类目>传奇归来
t1973602746040320	taobaoCategory>网游垂直市场根类目>传奇世界2(经典区)
t1973602746105856	taobaoCategory>网游垂直市场根类目>传奇外传
t1973602746171392	taobaoCategory>网游垂直市场根类目>创世西游
t1973602746236928	taobaoCategory>网游垂直市场根类目>春秋Q传
t1973602746302464	taobaoCategory>网游垂直市场根类目>春秋外传
t1973602746368000	taobaoCategory>网游垂直市场根类目>大海战2
t1973602746499072	taobaoCategory>网游垂直市场根类目>新水浒Q传
t1973602746564608	taobaoCategory>网游垂直市场根类目>大话西游2
t1973602746630144	taobaoCategory>网游垂直市场根类目>大话西游3
t1973602746695680	taobaoCategory>网游垂直市场根类目>大话西游之战歌
t1973602746761216	taobaoCategory>网游垂直市场根类目>大明龙权
t1973602746826752	taobaoCategory>网游垂直市场根类目>大唐豪侠
t1973602746892288	taobaoCategory>网游垂直市场根类目>大唐豪侠外传
t1973602746957824	taobaoCategory>网游垂直市场根类目>刀剑英雄
t1973602747154432	taobaoCategory>网游垂直市场根类目>反恐精英OL
t1973602747285504	taobaoCategory>网游垂直市场根类目>风云
t1973602747351040	taobaoCategory>网游垂直市场根类目>风云之问鼎天下
t1973602747416576	taobaoCategory>网游垂直市场根类目>风云之武魂传说
t1973602747482112	taobaoCategory>网游垂直市场根类目>风云之雄霸天下
t1973602747547648	taobaoCategory>网游垂直市场根类目>封神榜2
t1973602747613184	taobaoCategory>网游垂直市场根类目>封神榜国际版
t1973602747678720	taobaoCategory>网游垂直市场根类目>封神世界
t1973602747809792	taobaoCategory>网游垂直市场根类目>鬼吹灯外传
t1973602747875328	taobaoCategory>网游垂直市场根类目>新海盗王
t1973602747940864	taobaoCategory>网游垂直市场根类目>航海世纪
t1973602748006400	taobaoCategory>网游垂直市场根类目>华夏2
t1973602748071936	taobaoCategory>网游垂直市场根类目>华夏免费版
t1973602748203008	taobaoCategory>网游垂直市场根类目>机战
t1973602748268544	taobaoCategory>网游垂直市场根类目>剑舞江南
t1973602748334080	taobaoCategory>网游垂直市场根类目>剑侠贰外传
t1973602748399616	taobaoCategory>网游垂直市场根类目>剑侠情缘
t1973602748465152	taobaoCategory>网游垂直市场根类目>剑侠情缘2
t1973602748530688	taobaoCategory>网游垂直市场根类目>剑侠情缘3
t1973602748596224	taobaoCategory>网游垂直市场根类目>剑侠世界
t1973602748661760	taobaoCategory>网游垂直市场根类目>剑侠世界盛大版
t1973602748727296	taobaoCategory>网游垂直市场根类目>惊天动地2
t1973602748858368	taobaoCategory>网游垂直市场根类目>巨人
t1973602748923904	taobaoCategory>网游垂直市场根类目>开心
t1973602748989440	taobaoCategory>网游垂直市场根类目>口袋西游
t1973602749054976	taobaoCategory>网游垂直市场根类目>昆仑OL
t1973602749120512	taobaoCategory>网游垂直市场根类目>浪漫庄园
t1973602749186048	taobaoCategory>网游垂直市场根类目>联众世界
t1973602749251584	taobaoCategory>网游垂直市场根类目>炼狱2
t1973602749317120	taobaoCategory>网游垂直市场根类目>亮剑2
t1973602749382656	taobaoCategory>网游垂直市场根类目>烈焰飞雪
t1973602749448192	taobaoCategory>网游垂直市场根类目>龙OL
t1973602749513728	taobaoCategory>网游垂直市场根类目>鹿鼎记
t1973602749579264	taobaoCategory>网游垂直市场根类目>东游记
t1973602749644800	taobaoCategory>网游垂直市场根类目>洛奇
t1973602749710336	taobaoCategory>网游垂直市场根类目>绿色征途
t1973602749775872	taobaoCategory>网游垂直市场根类目>冒险岛
t1973602749972480	taobaoCategory>网游垂直市场根类目>梦幻西游
t1973602750038016	taobaoCategory>网游垂直市场根类目>梦幻诛仙2
t1973602750103552	taobaoCategory>网游垂直市场根类目>魔力宝贝
t1973602750169088	taobaoCategory>网游垂直市场根类目>魔兽世界
t1973602750300160	taobaoCategory>网游垂直市场根类目>魔域
t1973602750365696	taobaoCategory>网游垂直市场根类目>泡泡堂
t1973602750431232	taobaoCategory>网游垂直市场根类目>千年3
t1973602750627840	taobaoCategory>网游垂直市场根类目>热血传奇
t1973602750693376	taobaoCategory>网游垂直市场根类目>热血江湖
t1973602750758912	taobaoCategory>网游垂直市场根类目>三国群英传
t1973602750889984	taobaoCategory>网游垂直市场根类目>神鬼传奇
t1973602750955520	taobaoCategory>网游垂直市场根类目>神泣
t1973602751021056	taobaoCategory>网游垂直市场根类目>神兽
t1973602751086592	taobaoCategory>网游垂直市场根类目>生肖传说
t1973602751152128	taobaoCategory>网游垂直市场根类目>圣斗士
t1973602751217664	taobaoCategory>网游垂直市场根类目>盛世OL
t1973602751283200	taobaoCategory>网游垂直市场根类目>十二之天貳
t1973602751348736	taobaoCategory>网游垂直市场根类目>兽血沸腾
t1973602751414272	taobaoCategory>网游垂直市场根类目>蜀门
